102112|"599716"|"53268"|"35988084"
102112|"599718"|"53268"|"35988119"
99624|"599719"|"53268"|"35988136"
99543|"599720"|"53268"|"35988172"
81|"599721"|"53268"|"35988195"
195611|"599711"|"53269"|"35988050"
155877|"599712"|"53269"|"35988014"
39734|"599715"|"53269"|"35988052"
201384|"599716"|"53269"|"35988069"
201384|"599718"|"53269"|"35988105"
195611|"599719"|"53269"|"35988121"
195611|"599720"|"53269"|"35988157"
1069|"599711"|"53270"|"35988049"
1069|"599712"|"53270"|"35988013"
1079|"599716"|"53270"|"35988070"
1079|"599718"|"53270"|"35988106"
1069|"599719"|"53270"|"35988122"
1069|"599720"|"53270"|"35988158"
150|"599711"|"53271"|"35988048"
111|"599712"|"53271"|"35988012"
39|"599715"|"53271"|"35988053"
149|"599716"|"53271"|"35988071"
149|"599718"|"53271"|"35988107"
150|"599719"|"53271"|"35988123"
150|"599720"|"53271"|"35988159"
18741|"599711"|"53272"|"35988019"
15635|"599712"|"53272"|"35987983"
2346|"599713"|"53272"|"35987965"
760|"599715"|"53272"|"35988066"
16590|"599717"|"53272"|"35988100"
18741|"599719"|"53272"|"35988152"
16395|"599720"|"53272"|"35988188"
50728|"599715"|"53268"|"35988057"
81|"599713"|"53268"|"35987976"
48815|"599712"|"53268"|"35987999"
99624|"599711"|"53268"|"35988035"
4104|"599720"|"53267"|"35988174"
4104|"599719"|"53267"|"35988138"
4105|"599717"|"53267"|"35988086"
4104|"599712"|"53267"|"35987997"
4104|"599711"|"53267"|"35988033"
561|"599721"|"53266"|"35988205"
2857|"599720"|"53266"|"35988187"
3418|"599719"|"53266"|"35988151"
2662|"599717"|"53266"|"35988099"
118|"599715"|"53266"|"35988065"
561|"599713"|"53266"|"35987966"
2739|"599712"|"53266"|"35987984"
3418|"599711"|"53266"|"35988020"
317|"599721"|"53265"|"35988204"
10584|"599720"|"53265"|"35988186"
10901|"599719"|"53265"|"35988150"
10813|"599717"|"53265"|"35988098"
739|"599715"|"53265"|"35988064"
317|"599713"|"53265"|"35987967"
9845|"599712"|"53265"|"35987985"
10901|"599711"|"53265"|"35988021"
3714|"599721"|"53264"|"35988203"
9710|"599720"|"53264"|"35988185"
13424|"599719"|"53264"|"35988149"
13662|"599717"|"53264"|"35988097"
3714|"599713"|"53264"|"35987968"
9710|"599712"|"53264"|"35987986"
13424|"599711"|"53264"|"35988022"
2335|"599721"|"53263"|"35988202"
52827|"599720"|"53263"|"35988184"
55162|"599719"|"53263"|"35988148"
56650|"599717"|"53263"|"35988096"
12023|"599715"|"53263"|"35988063"
2335|"599713"|"53263"|"35987969"
40804|"599712"|"53263"|"35987987"
55162|"599711"|"53263"|"35988023"
719|"599721"|"53262"|"35988200"
6273|"599720"|"53262"|"35988182"
6992|"599719"|"53262"|"35988146"
6773|"599717"|"53262"|"35988094"
2443|"599715"|"53262"|"35988061"
719|"599713"|"53262"|"35987971"
3830|"599712"|"53262"|"35987989"
6992|"599711"|"53262"|"35988025"
137|"599721"|"53261"|"35988199"
10075|"599720"|"53261"|"35988181"
10212|"599719"|"53261"|"35988145"
10282|"599717"|"53261"|"35988093"
137|"599713"|"53261"|"35987972"
10075|"599712"|"53261"|"35987990"
10212|"599711"|"53261"|"35988026"
5874|"599721"|"53260"|"35988201"
70915|"599720"|"53260"|"35988183"
76789|"599719"|"53260"|"35988147"
81844|"599717"|"53260"|"35988095"
4986|"599715"|"53260"|"35988062"
5874|"599713"|"53260"|"35987970"
65929|"599712"|"53260"|"35987988"
76789|"599711"|"53260"|"35988024"
4401|"599721"|"53259"|"35988198"
25548|"599720"|"53259"|"35988180"
29949|"599719"|"53259"|"35988144"
29320|"599717"|"53259"|"35988092"
1144|"599715"|"53259"|"35988060"
4401|"599713"|"53259"|"35987973"
24404|"599712"|"53259"|"35987991"
29949|"599711"|"53259"|"35988027"
116658|"599720"|"53258"|"35988156"
116658|"599719"|"53258"|"35988120"
115695|"599718"|"53258"|"35988104"
115695|"599716"|"53258"|"35988068"
116658|"599712"|"53258"|"35988015"
116658|"599711"|"53258"|"35988051"
425|"599721"|"53257"|"35988197"
15390|"599720"|"53257"|"35988179"
15815|"599719"|"53257"|"35988143"
14938|"599717"|"53257"|"35988091"
425|"599713"|"53257"|"35987974"
15390|"599712"|"53257"|"35987992"
15815|"599711"|"53257"|"35988028"
17114|"599720"|"53256"|"35988173"
17114|"599719"|"53256"|"35988137"
16990|"599717"|"53256"|"35988085"
17114|"599712"|"53256"|"35987998"
17114|"599711"|"53256"|"35988034"
2346|"599721"|"53272"|"35988206"
65423|"599711"|"53273"|"35988042"
64643|"599712"|"53273"|"35988006"
127|"599713"|"53273"|"35987978"
653|"599715"|"53273"|"35988054"
53272|"599716"|"53273"|"35988077"
53272|"599718"|"53273"|"35988112"
65423|"599719"|"53273"|"35988129"
65296|"599720"|"53273"|"35988165"
127|"599721"|"53273"|"35988193"
12679|"599711"|"53274"|"35988041"
11634|"599712"|"53274"|"35988005"
1045|"599715"|"53274"|"35988055"
18244|"599716"|"53274"|"35988078"
18244|"599718"|"53274"|"35988113"
12679|"599719"|"53274"|"35988130"
12679|"599720"|"53274"|"35988166"
3166|"599711"|"53275"|"35988016"
3166|"599712"|"53275"|"35987980"
2434|"599717"|"53275"|"35988103"
3166|"599719"|"53275"|"35988155"
3166|"599720"|"53275"|"35988191"
43929|"599711"|"53276"|"35988040"
43929|"599712"|"53276"|"35988004"
42440|"599716"|"53276"|"35988079"
42440|"599718"|"53276"|"35988114"
43929|"599719"|"53276"|"35988131"
43929|"599720"|"53276"|"35988167"
2854|"599711"|"53277"|"35988039"
2854|"599712"|"53277"|"35988003"
2433|"599716"|"53277"|"35988080"
2433|"599718"|"53277"|"35988115"
2854|"599719"|"53277"|"35988132"
2854|"599720"|"53277"|"35988168"
42787|"599711"|"53278"|"35988032"
27232|"599712"|"53278"|"35987996"
15555|"599715"|"53278"|"35988058"
43177|"599717"|"53278"|"35988087"
42787|"599719"|"53278"|"35988139"
42787|"599720"|"53278"|"35988175"
29038|"599711"|"53279"|"35988038"
11607|"599712"|"53279"|"35988002"
800|"599713"|"53279"|"35987977"
16631|"599715"|"53279"|"35988056"
27566|"599716"|"53279"|"35988081"
27566|"599718"|"53279"|"35988116"
29038|"599719"|"53279"|"35988133"
28238|"599720"|"53279"|"35988169"
800|"599721"|"53279"|"35988194"
51124|"599711"|"53280"|"35988037"
51124|"599712"|"53280"|"35988001"
52581|"599716"|"53280"|"35988082"
52581|"599718"|"53280"|"35988117"
51124|"599719"|"53280"|"35988134"
51124|"599720"|"53280"|"35988170"
5716|"599711"|"53281"|"35988018"
5716|"599712"|"53281"|"35987982"
5714|"599717"|"53281"|"35988101"
5716|"599719"|"53281"|"35988153"
5716|"599720"|"53281"|"35988189"
16109|"599711"|"53282"|"35988036"
16109|"599712"|"53282"|"35988000"
16542|"599716"|"53282"|"35988083"
16542|"599718"|"53282"|"35988118"
16109|"599719"|"53282"|"35988135"
16109|"599720"|"53282"|"35988171"
7277|"599711"|"53283"|"35988047"
7277|"599712"|"53283"|"35988011"
7802|"599716"|"53283"|"35988072"
7802|"599718"|"53283"|"35988108"
7277|"599719"|"53283"|"35988124"
7277|"599720"|"53283"|"35988160"
15565|"599711"|"53284"|"35988017"
8286|"599712"|"53284"|"35987981"
513|"599713"|"53284"|"35987964"
6766|"599715"|"53284"|"35988067"
15214|"599717"|"53284"|"35988102"
15565|"599719"|"53284"|"35988154"
15052|"599720"|"53284"|"35988190"
513|"599721"|"53284"|"35988207"
18131|"599711"|"53285"|"35988046"
18131|"599712"|"53285"|"35988010"
16845|"599716"|"53285"|"35988073"
16845|"599718"|"53285"|"35988109"
18131|"599719"|"53285"|"35988125"
18131|"599720"|"53285"|"35988161"
12178|"599711"|"53286"|"35988045"
12178|"599712"|"53286"|"35988009"
12491|"599716"|"53286"|"35988074"
12491|"599718"|"53286"|"35988110"
12178|"599719"|"53286"|"35988126"
12178|"599720"|"53286"|"35988162"
6939|"599711"|"53287"|"35988031"
6939|"599712"|"53287"|"35987995"
7037|"599717"|"53287"|"35988088"
6939|"599719"|"53287"|"35988140"
6939|"599720"|"53287"|"35988176"
7531|"599711"|"53288"|"35988044"
7531|"599712"|"53288"|"35988008"
8496|"599716"|"53288"|"35988075"
8496|"599718"|"53288"|"35988111"
7531|"599719"|"53288"|"35988127"
7531|"599720"|"53288"|"35988163"
24086|"599711"|"53289"|"35988030"
19424|"599712"|"53289"|"35987994"
2454|"599713"|"53289"|"35987975"
2208|"599715"|"53289"|"35988059"
23880|"599717"|"53289"|"35988089"
24086|"599719"|"53289"|"35988141"
21632|"599720"|"53289"|"35988177"
2454|"599721"|"53289"|"35988196"
2141|"599711"|"53290"|"35988029"
2141|"599712"|"53290"|"35987993"
1213|"599717"|"53290"|"35988090"
2141|"599719"|"53290"|"35988142"
2141|"599720"|"53290"|"35988178"
23|"599711"|"53291"|"35988043"
10|"599712"|"53291"|"35988007"
13|"599713"|"53291"|"35987979"
|"599716"|"53291"|"35988076"
23|"599719"|"53291"|"35988128"
10|"599720"|"53291"|"35988164"
13|"599721"|"53291"|"35988192"
