"Summit"|"42379603"|"17746677"
"Summit"|"42379602"|"17746676"
"Summit"|"42379601"|"17746675"
"Summit"|"42379600"|"17746674"
"Summit"|"42379599"|"17746673"
"Summit"|"42379572"|"17746647"
"Summit"|"42379571"|"17746646"
"Summit"|"42379598"|"17746672"
"Summit"|"42379570"|"17746645"
"Summit"|"42379569"|"17746644"
"Summit"|"42379568"|"17746643"
"Summit"|"42379567"|"17746642"
"Summit"|"42379566"|"17746641"
"Summit"|"42379565"|"17746640"
"Summit"|"42379589"|"17746664"
"Summit"|"42379588"|"17746663"
"Summit"|"42379630"|"17746703"
"Summit"|"42379629"|"17746702"
"Summit"|"42379587"|"17746662"
"Summit"|"42379586"|"17746661"
"Summit"|"42379585"|"17746660"
"Summit"|"42379584"|"17746659"
"Summit"|"42379583"|"17746658"
"Summit"|"42379582"|"17746657"
"Summit"|"42379597"|"17746671"
"Summit"|"42379596"|"17746670"
"Summit"|"42379581"|"17746656"
"Summit"|"42379580"|"17746655"
"Summit"|"42379579"|"17746654"
"Summit"|"42379578"|"17746653"
"Summit"|"42379631"|"17746704"
"Summit"|"42379577"|"17746652"
"Summit"|"42379576"|"17746651"
"Summit"|"42379575"|"17746650"
"Summit"|"42379574"|"17746649"
"Summit"|"42379573"|"17746648"
"Summit"|"42379628"|"17746701"
"Summit"|"42379627"|"17746700"
"Summit"|"42379564"|"17746639"
"Summit"|"42379563"|"17746638"
"Backslope"|"42379590"|"17746665"
"Summit"|"42379595"|"17746669"
"Summit"|"42379594"|"17746668"
"Summit"|"42379626"|"17746699"
"Summit"|"42379625"|"17746698"
"Summit"|"42379624"|"17746697"
"Summit"|"42379623"|"17746696"
"Summit"|"42379622"|"17746695"
"Summit"|"42379621"|"17746694"
"Summit"|"42379620"|"17746693"
"Summit"|"42379619"|"17746692"
"Summit"|"42379618"|"17746691"
"Summit"|"42379617"|"17746690"
"Summit"|"42379616"|"17746689"
"Summit"|"42379615"|"17746688"
"Summit"|"42379614"|"17746687"
"Summit"|"42379613"|"17746686"
"Summit"|"42379610"|"17746684"
"Summit"|"42379609"|"17746683"
"Summit"|"42379608"|"17746682"
"Summit"|"42379607"|"17746681"
"Summit"|"42379611"|"17746685"
"Summit"|"42379606"|"17746680"
"Summit"|"42379562"|"17746637"
"Summit"|"42379605"|"17746679"
"Summit"|"42379604"|"17746678"
"Summit"|"42379593"|"17746667"
"Summit"|"42379592"|"17746666"
"Summit"|"42379561"|"17746636"
